memberId,zero_rate,rising_rate,falling_rate,flip_rate,rising_sequence_rate,falling_sequence_rate,zero_sequence_rate
6015,0.0,0.5333333333333333,0.4,0.6428571428571429,0.13333333333333333,0.13333333333333333,0.0
53311,0.0,0.4444444444444444,0.5555555555555556,0.625,0.2222222222222222,0.2222222222222222,0.0
47180,0.0,0.5714285714285714,0.42857142857142855,0.6923076923076923,0.14285714285714285,0.14285714285714285,0.0
52541,0.0,0.46153846153846156,0.5384615384615384,0.5833333333333334,0.23076923076923078,0.15384615384615385,0.0
53406,0.0,0.5294117647058824,0.47058823529411764,0.5625,0.23529411764705882,0.17647058823529413,0.0
53298,0.0,0.47368421052631576,0.47368421052631576,0.6111111111111112,0.15789473684210525,0.21052631578947367,0.0
53661,0.0,0.4444444444444444,0.5555555555555556,0.5,0.2222222222222222,0.4444444444444444,0.0
53740,0.0,0.4,0.6,0.7777777777777778,0.1,0.2,0.0
53773,0.0,0.4,0.6,0.75,0.2,0.4,0.0
53771,0.0,0.6071428571428571,0.39285714285714285,0.5925925925925926,0.14285714285714285,0.07142857142857142,0.0
53576,0.0,0.5,0.5,0.8,0.125,0.125,0.0
53896,0.0,0.4375,0.5625,0.7419354838709677,0.0625,0.09375,0.0
54118,0.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0
53496,0.0,0.38461538461538464,0.46153846153846156,0.6666666666666666,0.23076923076923078,0.15384615384615385,0.0
54166,0.0,0.5714285714285714,0.42857142857142855,0.5,0.42857142857142855,0.2857142857142857,0.0
54174,0.0,0.5263157894736842,0.47368421052631576,0.4444444444444444,0.3684210526315789,0.2631578947368421,0.0
54205,0.0,0.75,0.25,0.45454545454545453,0.4166666666666667,0.08333333333333333,0.0
54219,0.0,0.5789473684210527,0.42105263157894735,0.6111111111111112,0.21052631578947367,0.15789473684210525,0.0
54354,0.0,0.4666666666666667,0.5333333333333333,0.8571428571428571,0.13333333333333333,0.13333333333333333,0.0
54380,0.0,0.5,0.5,0.7777777777777778,0.2,0.2,0.0
54460,0.0,0.5217391304347826,0.4782608695652174,0.5,0.17391304347826086,0.13043478260869565,0.0
54472,0.0,0.543859649122807,0.45614035087719296,0.6785714285714286,0.05263157894736842,0.05263157894736842,0.0
27566,0.0,0.6,0.4,0.7777777777777778,0.3,0.1,0.0
54475,0.0,0.5,0.5,0.4444444444444444,0.3,0.2,0.0
54530,0.0,0.5,0.5,0.7272727272727273,0.16666666666666666,0.16666666666666666,0.0
54247,0.0,0.5,0.5,0.5555555555555556,0.3,0.3,0.0
28782,0.0,0.5428571428571428,0.42857142857142855,0.5588235294117647,0.17142857142857143,0.08571428571428572,0.0
51010,0.0,0.4444444444444444,0.5555555555555556,0.5714285714285714,0.05555555555555555,0.1111111111111111,0.0
54499,0.0,0.375,0.5,0.8571428571428571,0.125,0.25,0.0
54677,0.0,0.6666666666666666,0.3333333333333333,0.4,0.5,0.3333333333333333,0.0
54591,0.0,0.42857142857142855,0.5714285714285714,0.6153846153846154,0.21428571428571427,0.14285714285714285,0.0
54711,0.0,0.5526315789473685,0.4473684210526316,0.5675675675675675,0.10526315789473684,0.07894736842105263,0.0
31026,0.0,0.45454545454545453,0.5454545454545454,0.5,0.18181818181818182,0.36363636363636365,0.0
50646,0.0,0.4782608695652174,0.5217391304347826,0.5,0.13043478260869565,0.13043478260869565,0.0
52960,0.0,0.5294117647058824,0.47058823529411764,0.6666666666666666,0.08823529411764706,0.08823529411764706,0.0
54952,0.0,0.5,0.5,0.43478260869565216,0.20833333333333334,0.20833333333333334,0.0
54982,0.0,0.5,0.5,0.696969696969697,0.08823529411764706,0.08823529411764706,0.0
13792,0.0,0.56,0.44,0.625,0.12,0.08,0.0
54942,0.0,0.6,0.4,0.75,0.4,0.2,0.0
51445,0.0,0.5185185185185185,0.48148148148148145,0.8076923076923077,0.1111111111111111,0.07407407407407407,0.0
55356,0.07692307692307693,0.5833333333333334,0.4166666666666667,0.8181818181818182,0.25,0.08333333333333333,0.07692307692307693
55480,0.0,0.47058823529411764,0.5294117647058824,0.6875,0.11764705882352941,0.17647058823529413,0.0
55475,0.0,0.6,0.4,0.75,0.4,0.2,0.0
55523,0.0,0.5454545454545454,0.45454545454545453,0.5,0.2727272727272727,0.18181818181818182,0.0
55561,0.0,0.4583333333333333,0.5416666666666666,0.5652173913043478,0.125,0.125,0.0
55660,0.0,0.6666666666666666,0.3333333333333333,0.4,0.5,0.3333333333333333,0.0
55999,0.0,0.35,0.55,0.5789473684210527,0.1,0.2,0.0
55244,0.0,0.4857142857142857,0.5,0.6811594202898551,0.04285714285714286,0.05714285714285714,0.0
56146,0.0,0.47619047619047616,0.5238095238095238,0.55,0.19047619047619047,0.14285714285714285,0.0
56209,0.0,0.5,0.5,0.6470588235294118,0.1111111111111111,0.2222222222222222,0.0
55295,0.0,0.5555555555555556,0.4444444444444444,0.7058823529411765,0.1111111111111111,0.16666666666666666,0.0
56265,0.0,0.6363636363636364,0.36363636363636365,0.7,0.2727272727272727,0.09090909090909091,0.0
56262,0.0,0.46153846153846156,0.5128205128205128,0.47368421052631576,0.07692307692307693,0.10256410256410256,0.0
20232,0.0,0.6,0.4,0.5263157894736842,0.2,0.15,0.0
56425,0.0,0.5263157894736842,0.47368421052631576,0.6666666666666666,0.15789473684210525,0.10526315789473684,0.0
56506,0.0,0.5555555555555556,0.4444444444444444,0.625,0.2222222222222222,0.2222222222222222,0.0
54728,0.0,0.6666666666666666,0.3333333333333333,0.55,0.14285714285714285,0.09523809523809523,0.0
56035,0.0,0.5217391304347826,0.4782608695652174,0.6818181818181818,0.08695652173913043,0.08695652173913043,0.0
56201,0.0,0.4166666666666667,0.5833333333333334,0.7272727272727273,0.16666666666666666,0.25,0.0
56663,0.0,0.3888888888888889,0.6111111111111112,0.5882352941176471,0.16666666666666666,0.2222222222222222,0.0
56705,0.0,0.4634146341463415,0.4878048780487805,0.475,0.0975609756097561,0.07317073170731707,0.0
56832,0.0,0.48484848484848486,0.5151515151515151,0.6875,0.15151515151515152,0.09090909090909091,0.0
56840,0.0,0.4375,0.5625,0.7333333333333333,0.125,0.1875,0.0
56867,0.0,0.5357142857142857,0.4642857142857143,0.6666666666666666,0.14285714285714285,0.07142857142857142,0.0
56931,0.0,0.5333333333333333,0.4666666666666667,0.7931034482758621,0.1,0.06666666666666667,0.0
55981,0.0,0.5789473684210527,0.42105263157894735,0.6666666666666666,0.15789473684210525,0.10526315789473684,0.0
56975,0.0,0.4375,0.5625,0.6,0.125,0.125,0.0
56960,0.0,0.4,0.6,0.5862068965517241,0.06666666666666667,0.1,0.0
57025,0.0,0.75,0.25,0.3333333333333333,0.75,0.25,0.0
57352,0.0,0.5,0.4375,0.7333333333333333,0.125,0.125,0.0
48886,0.0,0.4444444444444444,0.5555555555555556,0.7058823529411765,0.1111111111111111,0.1111111111111111,0.0
53832,0.0,0.7142857142857143,0.2857142857142857,0.5,0.42857142857142855,0.14285714285714285,0.0
57427,0.0,0.5522388059701493,0.44776119402985076,0.6515151515151515,0.04477611940298507,0.04477611940298507,0.0
57385,0.0,0.3333333333333333,0.6666666666666666,0.4,0.3333333333333333,0.5,0.0
55425,0.0,0.42857142857142855,0.5238095238095238,0.7,0.09523809523809523,0.14285714285714285,0.0
57618,0.0,0.5,0.5,1.0,0.1,0.1,0.0
57635,0.0,0.5294117647058824,0.47058823529411764,0.75,0.11764705882352941,0.11764705882352941,0.0
57639,0.0,0.75,0.25,0.5714285714285714,0.375,0.125,0.0
57638,0.0,0.45714285714285713,0.5142857142857142,0.7352941176470589,0.11428571428571428,0.08571428571428572,0.0
57719,0.0,0.5333333333333333,0.4666666666666667,0.7857142857142857,0.13333333333333333,0.13333333333333333,0.0
57722,0.0,0.46551724137931033,0.5172413793103449,0.6491228070175439,0.034482758620689655,0.06896551724137931,0.0
54085,0.0,0.625,0.375,0.7142857142857143,0.25,0.125,0.0
58034,0.0,0.375,0.5,0.7333333333333333,0.0625,0.125,0.0
57961,0.0,0.3333333333333333,0.6666666666666666,0.5882352941176471,0.1111111111111111,0.2222222222222222,0.0
57879,0.0,0.5357142857142857,0.4642857142857143,0.4444444444444444,0.10714285714285714,0.14285714285714285,0.0
58204,0.0,0.6666666666666666,0.3333333333333333,0.4,0.5,0.3333333333333333,0.0
58255,0.0,0.4,0.6,0.6666666666666666,0.1,0.3,0.0
56315,0.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0
18646,0.0,0.5,0.5,0.6923076923076923,0.14285714285714285,0.14285714285714285,0.0
58147,0.0,0.4,0.6,1.0,0.2,0.2,0.0
58404,0.0,0.46875,0.53125,0.7419354838709677,0.0625,0.09375,0.0
58436,0.05555555555555555,0.47058823529411764,0.5294117647058824,0.625,0.11764705882352941,0.17647058823529413,0.05555555555555555
30055,0.0,0.42857142857142855,0.5714285714285714,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.0
25021,0.0,0.4444444444444444,0.5555555555555556,0.875,0.1111111111111111,0.2222222222222222,0.0
58483,0.0,0.5384615384615384,0.46153846153846156,0.5833333333333334,0.23076923076923078,0.15384615384615385,0.0
57830,0.0,0.5,0.5,0.7619047619047619,0.09090909090909091,0.09090909090909091,0.0
58484,0.0,0.47368421052631576,0.5263157894736842,0.6756756756756757,0.07894736842105263,0.10526315789473684,0.0
57996,0.0,0.42857142857142855,0.5714285714285714,0.5294117647058824,0.05714285714285714,0.11428571428571428,0.0
54257,0.0,0.5,0.5,0.8571428571428571,0.125,0.25,0.0
55138,0.0,0.45161290322580644,0.5483870967741935,0.6333333333333333,0.12903225806451613,0.0967741935483871,0.0
58629,0.0,0.40625,0.59375,0.6774193548387096,0.0625,0.125,0.0
58633,0.0,0.6086956521739131,0.391304347826087,0.5454545454545454,0.21739130434782608,0.13043478260869565,0.0
58837,0.0,0.5238095238095238,0.47619047619047616,0.5365853658536586,0.09523809523809523,0.07142857142857142,0.0
58894,0.0,0.47619047619047616,0.5238095238095238,0.7,0.09523809523809523,0.14285714285714285,0.0
58952,0.0,0.5333333333333333,0.4666666666666667,0.7142857142857143,0.2,0.13333333333333333,0.0
58953,0.0,0.7,0.3,0.3333333333333333,0.6,0.2,0.0
58969,0.0,0.4583333333333333,0.4583333333333333,0.6086956521739131,0.125,0.08333333333333333,0.0
59020,0.0,0.36363636363636365,0.6363636363636364,0.7619047619047619,0.045454545454545456,0.18181818181818182,0.0
1264,0.0,0.3333333333333333,0.6666666666666666,0.7272727272727273,0.08333333333333333,0.3333333333333333,0.0
59082,0.0,0.6666666666666666,0.3333333333333333,0.8,0.3333333333333333,0.16666666666666666,0.0
59145,0.0,0.45,0.55,0.5789473684210527,0.15,0.15,0.0
59061,0.0,0.5208333333333334,0.4791666666666667,0.574468085106383,0.125,0.10416666666666667,0.0
59202,0.0,0.4583333333333333,0.4583333333333333,0.6086956521739131,0.08333333333333333,0.125,0.0
59229,0.0,0.5,0.5,0.631578947368421,0.15,0.1,0.0
59239,0.0,0.5,0.5,0.5714285714285714,0.375,0.25,0.0
58783,0.0,0.16666666666666666,0.8333333333333334,0.4,0.16666666666666666,0.5,0.0
59375,0.0,0.5714285714285714,0.4,0.6764705882352942,0.11428571428571428,0.05714285714285714,0.0
59391,0.0,0.47619047619047616,0.5238095238095238,0.65,0.09523809523809523,0.14285714285714285,0.0
59431,0.0,0.5,0.5,0.7435897435897436,0.075,0.075,0.0
59397,0.0,0.42857142857142855,0.5714285714285714,0.8333333333333334,0.14285714285714285,0.2857142857142857,0.0
59380,0.0,0.46153846153846156,0.5,0.76,0.07692307692307693,0.11538461538461539,0.0
59745,0.0,0.4166666666666667,0.5833333333333334,0.6363636363636364,0.16666666666666666,0.25,0.0
58999,0.0,0.45454545454545453,0.5454545454545454,0.6,0.2727272727272727,0.18181818181818182,0.0
59879,0.0,0.2,0.8,0.5,0.2,0.4,0.0
58592,0.0,0.4782608695652174,0.5217391304347826,0.6818181818181818,0.13043478260869565,0.08695652173913043,0.0
59508,0.0,0.6,0.4,0.6842105263157895,0.15,0.1,0.0
59944,0.0,0.3684210526315789,0.631578947368421,0.6111111111111112,0.10526315789473684,0.2631578947368421,0.0
59947,0.0,0.5094339622641509,0.4528301886792453,0.6346153846153846,0.05660377358490566,0.05660377358490566,0.0
59959,0.0,0.5,0.5,0.6190476190476191,0.13636363636363635,0.13636363636363635,0.0
8014,0.0,0.6666666666666666,0.3333333333333333,0.47058823529411764,0.2222222222222222,0.16666666666666666,0.0
46438,0.0,0.4444444444444444,0.5555555555555556,0.7307692307692307,0.1111111111111111,0.1111111111111111,0.0
60135,0.0,0.5357142857142857,0.4642857142857143,0.6666666666666666,0.14285714285714285,0.07142857142857142,0.0
60315,0.0,0.5142857142857142,0.4857142857142857,0.7352941176470589,0.08571428571428572,0.05714285714285714,0.0
60230,0.0,0.6,0.4,0.5,0.4,0.4,0.0
39649,0.0,0.5,0.5,0.45454545454545453,0.25,0.25,0.0
60454,0.0,0.5882352941176471,0.4117647058823529,0.75,0.17647058823529413,0.11764705882352941,0.0
60477,0.0,0.5,0.5,0.7058823529411765,0.1111111111111111,0.16666666666666666,0.0
60525,0.0,0.25,0.75,0.6666666666666666,0.25,0.5,0.0
46731,0.0,0.5454545454545454,0.42424242424242425,0.5,0.12121212121212122,0.09090909090909091,0.0
57818,0.0,0.4838709677419355,0.45161290322580644,0.6333333333333333,0.16129032258064516,0.0967741935483871,0.0
60759,0.0,0.4,0.6,0.6666666666666666,0.1,0.3,0.0
60769,0.0,0.6,0.36,0.5833333333333334,0.24,0.08,0.0
12662,0.0,0.4090909090909091,0.5454545454545454,0.47619047619047616,0.18181818181818182,0.13636363636363635,0.0
50645,0.0,0.5384615384615384,0.46153846153846156,0.6666666666666666,0.15384615384615385,0.15384615384615385,0.0
60939,0.0,0.5789473684210527,0.3684210526315789,0.5555555555555556,0.15789473684210525,0.10526315789473684,0.0
60797,0.0,0.5294117647058824,0.47058823529411764,0.6875,0.17647058823529413,0.11764705882352941,0.0
59513,0.0,0.42857142857142855,0.5714285714285714,0.5,0.2857142857142857,0.2857142857142857,0.0
53014,0.0,0.4,0.6,0.7777777777777778,0.1,0.3,0.0
61066,0.0,0.4827586206896552,0.5172413793103449,0.7142857142857143,0.06896551724137931,0.06896551724137931,0.0
5823,0.0,0.5161290322580645,0.4838709677419355,0.5,0.12903225806451613,0.0967741935483871,0.0
61271,0.0,0.5454545454545454,0.45454545454545453,0.6744186046511628,0.06818181818181818,0.06818181818181818,0.0
61275,0.5789473684210527,0.0,0.4444444444444444,0.0,0.0,1.0,0.5789473684210527
61300,0.0,0.4444444444444444,0.5555555555555556,0.5,0.2222222222222222,0.2222222222222222,0.0
34743,0.0,0.4,0.6,0.5555555555555556,0.2,0.3,0.0
54021,0.0,0.35714285714285715,0.6428571428571429,0.6923076923076923,0.07142857142857142,0.21428571428571427,0.0
54576,0.16666666666666666,0.2,0.8,0.25,0.2,0.8,0.16666666666666666
61340,0.0,0.4,0.6,0.7777777777777778,0.1,0.2,0.0
61427,0.0,0.5833333333333334,0.4166666666666667,0.6363636363636364,0.16666666666666666,0.16666666666666666,0.0
11785,0.0,0.5555555555555556,0.42592592592592593,0.6415094339622641,0.07407407407407407,0.037037037037037035,0.0
54265,0.0,0.375,0.625,0.6,0.125,0.25,0.0
61235,0.0,0.4444444444444444,0.5555555555555556,0.625,0.2222222222222222,0.3333333333333333,0.0
61560,0.0,0.5714285714285714,0.42857142857142855,0.7,0.14285714285714285,0.09523809523809523,0.0
61667,0.0,0.5263157894736842,0.47368421052631576,0.7222222222222222,0.15789473684210525,0.15789473684210525,0.0
61641,0.0,0.5,0.45,0.5789473684210527,0.15,0.1,0.0
35464,0.0,0.5,0.47058823529411764,0.5454545454545454,0.08823529411764706,0.08823529411764706,0.0
57030,0.0,0.34615384615384615,0.6538461538461539,0.64,0.07692307692307693,0.19230769230769232,0.0
61048,0.0,0.47368421052631576,0.47368421052631576,0.6111111111111112,0.15789473684210525,0.15789473684210525,0.0
57417,0.0,0.5714285714285714,0.42857142857142855,0.6,0.14285714285714285,0.19047619047619047,0.0
435,0.0,0.5555555555555556,0.4444444444444444,0.875,0.2222222222222222,0.1111111111111111,0.0
60970,0.0,0.5,0.5,0.4,0.5,0.3333333333333333,0.0
61943,0.0,0.3157894736842105,0.5263157894736842,0.5,0.10526315789473684,0.21052631578947367,0.0
61979,0.0,0.5454545454545454,0.45454545454545453,0.7,0.18181818181818182,0.18181818181818182,0.0
51598,0.0,0.5,0.5,1.0,0.16666666666666666,0.16666666666666666,0.0
61991,0.0,0.49295774647887325,0.4788732394366197,0.6571428571428571,0.056338028169014086,0.04225352112676056,0.0
58542,0.0,0.5,0.5,0.5555555555555556,0.2,0.2,0.0
61625,0.0,0.5555555555555556,0.4222222222222222,0.6136363636363636,0.08888888888888889,0.08888888888888889,0.0
62034,0.8064516129032258,0.13333333333333333,0.2,0.27586206896551724,0.03333333333333333,0.6,0.5806451612903226
61834,0.0,0.5,0.4444444444444444,0.6470588235294118,0.16666666666666666,0.16666666666666666,0.0
61003,0.0,0.3333333333333333,0.6666666666666666,0.6,0.16666666666666666,0.3333333333333333,0.0
62070,0.0,0.5,0.5,0.7272727272727273,0.16666666666666666,0.16666666666666666,0.0
62065,0.0,0.4444444444444444,0.5555555555555556,0.5882352941176471,0.1111111111111111,0.16666666666666666,0.0
62157,0.0,0.5555555555555556,0.4444444444444444,0.625,0.3333333333333333,0.2222222222222222,0.0
62405,0.0,0.5294117647058824,0.47058823529411764,0.6875,0.17647058823529413,0.11764705882352941,0.0
61952,0.0,0.5555555555555556,0.4444444444444444,0.75,0.2222222222222222,0.1111111111111111,0.0
62455,0.0,0.6,0.4,0.75,0.4,0.2,0.0
62470,0.0,0.42857142857142855,0.42857142857142855,0.16666666666666666,0.42857142857142855,0.5714285714285714,0.0
61926,0.0,0.5384615384615384,0.46153846153846156,0.6666666666666666,0.15384615384615385,0.15384615384615385,0.0
50302,0.0,0.45454545454545453,0.5454545454545454,0.7,0.18181818181818182,0.18181818181818182,0.0
2033,0.0,0.5833333333333334,0.4166666666666667,0.6363636363636364,0.3333333333333333,0.16666666666666666,0.0
28633,0.0,0.4666666666666667,0.5333333333333333,0.5,0.13333333333333333,0.26666666666666666,0.0
21890,0.0,0.42857142857142855,0.5714285714285714,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.0
7511,0.0,0.5555555555555556,0.4444444444444444,0.7647058823529411,0.16666666666666666,0.1111111111111111,0.0
62675,0.0,0.5,0.5,0.42105263157894735,0.2,0.15,0.0
62684,0.0,0.5,0.5,0.7692307692307693,0.14285714285714285,0.14285714285714285,0.0
62812,0.0,0.375,0.625,0.42857142857142855,0.25,0.375,0.0
60267,0.0,0.6363636363636364,0.2727272727272727,0.6,0.36363636363636365,0.09090909090909091,0.0
62834,0.0,0.45454545454545453,0.5454545454545454,0.5714285714285714,0.13636363636363635,0.18181818181818182,0.0
62928,0.0,0.2727272727272727,0.6363636363636364,0.5,0.09090909090909091,0.2727272727272727,0.0
62926,0.0,0.5681818181818182,0.4318181818181818,0.627906976744186,0.13636363636363635,0.06818181818181818,0.0
40076,0.0,0.23076923076923078,0.7692307692307693,0.3333333333333333,0.15384615384615385,0.46153846153846156,0.0
7960,0.0,0.4,0.6,1.0,0.2,0.2,0.0
37287,0.0,0.4473684210526316,0.5526315789473685,0.7837837837837838,0.05263157894736842,0.07894736842105263,0.0
62972,0.0,0.5217391304347826,0.43478260869565216,0.7272727272727273,0.08695652173913043,0.08695652173913043,0.0
15250,0.0,0.5,0.5,0.6,0.3333333333333333,0.3333333333333333,0.0
62605,0.0,0.6153846153846154,0.38461538461538464,0.4166666666666667,0.38461538461538464,0.15384615384615385,0.0
63012,0.0,0.42857142857142855,0.5714285714285714,0.6153846153846154,0.21428571428571427,0.14285714285714285,0.0
62208,0.0,0.5384615384615384,0.46153846153846156,0.5833333333333334,0.23076923076923078,0.15384615384615385,0.0
26064,0.0,0.3333333333333333,0.6666666666666666,0.8,0.16666666666666666,0.3333333333333333,0.0
63027,0.13043478260869565,0.36363636363636365,0.5909090909090909,0.6190476190476191,0.09090909090909091,0.18181818181818182,0.08695652173913043
63031,0.0,0.4166666666666667,0.5833333333333334,0.6363636363636364,0.16666666666666666,0.3333333333333333,0.0
62133,0.0,0.5,0.5,0.6666666666666666,0.3,0.2,0.0
52483,0.0,0.5416666666666666,0.4583333333333333,0.5217391304347826,0.125,0.125,0.0
45454,0.0,0.38461538461538464,0.6153846153846154,0.68,0.07692307692307693,0.11538461538461539,0.0
63072,0.0,0.6,0.4,0.8888888888888888,0.2,0.1,0.0
44137,0.0,0.4166666666666667,0.5833333333333334,0.7272727272727273,0.16666666666666666,0.16666666666666666,0.0
63099,0.0,0.4,0.6,0.5555555555555556,0.2,0.2,0.0
63108,0.0,0.4583333333333333,0.4583333333333333,0.5652173913043478,0.16666666666666666,0.125,0.0
57275,0.0,0.5,0.5,0.6521739130434783,0.125,0.125,0.0
62981,0.0,0.25,0.75,0.3333333333333333,0.25,0.75,0.0
62548,0.0,0.5,0.5,0.7142857142857143,0.25,0.25,0.0
63171,0.0,0.625,0.375,0.5714285714285714,0.25,0.25,0.0
63208,0.0,0.5,0.5,0.76,0.07692307692307693,0.11538461538461539,0.0
63209,0.0,0.5,0.5,0.7272727272727273,0.16666666666666666,0.25,0.0
53098,0.0,0.4074074074074074,0.5555555555555556,0.7307692307692307,0.07407407407407407,0.1111111111111111,0.0
62556,0.0,0.42857142857142855,0.5428571428571428,0.5882352941176471,0.11428571428571428,0.2,0.0
63218,0.0,0.35294117647058826,0.6470588235294118,0.5625,0.11764705882352941,0.23529411764705882,0.0
62270,0.0,0.5,0.5,0.42857142857142855,0.375,0.25,0.0
63252,0.0,0.5454545454545454,0.45454545454545453,0.7,0.2727272727272727,0.18181818181818182,0.0
51790,0.0,0.5454545454545454,0.45454545454545453,0.6,0.2727272727272727,0.18181818181818182,0.0
62935,0.0,0.42857142857142855,0.5714285714285714,0.6923076923076923,0.14285714285714285,0.21428571428571427,0.0
63264,0.0,0.5454545454545454,0.45454545454545453,0.8,0.2727272727272727,0.09090909090909091,0.0
63286,0.0,0.5428571428571428,0.45714285714285713,0.5,0.17142857142857143,0.11428571428571428,0.0
63287,0.0,0.5384615384615384,0.46153846153846156,0.5833333333333334,0.3076923076923077,0.15384615384615385,0.0
49423,0.0,0.5294117647058824,0.47058823529411764,0.5625,0.17647058823529413,0.11764705882352941,0.0
63146,0.0,0.5217391304347826,0.4782608695652174,0.5909090909090909,0.13043478260869565,0.13043478260869565,0.0
54892,0.0,0.5,0.5,0.5384615384615384,0.14285714285714285,0.21428571428571427,0.0
63272,0.0,0.5,0.5,0.7142857142857143,0.25,0.25,0.0
63343,0.0,0.6666666666666666,0.3333333333333333,0.8,0.3333333333333333,0.16666666666666666,0.0
57028,0.0,0.4583333333333333,0.5416666666666666,0.7391304347826086,0.08333333333333333,0.08333333333333333,0.0
63366,0.0,0.4583333333333333,0.5416666666666666,0.7391304347826086,0.08333333333333333,0.125,0.0
63370,0.0,0.5909090909090909,0.4090909090909091,0.47619047619047616,0.13636363636363635,0.09090909090909091,0.0
63373,0.0,0.42857142857142855,0.5714285714285714,0.6,0.09523809523809523,0.19047619047619047,0.0
25010,0.0,0.6,0.4,0.5,0.4,0.4,0.0
6977,0.0,0.5416666666666666,0.4166666666666667,0.5652173913043478,0.16666666666666666,0.08333333333333333,0.0
63410,0.0,0.55,0.45,0.7894736842105263,0.15,0.1,0.0
63414,0.0,0.5128205128205128,0.4358974358974359,0.5263157894736842,0.07692307692307693,0.07692307692307693,0.0
63077,0.0,0.5,0.5,0.4444444444444444,0.3,0.2,0.0
61980,0.0,0.5555555555555556,0.4444444444444444,0.625,0.2222222222222222,0.2222222222222222,0.0
63458,0.0,0.6,0.4,0.75,0.4,0.2,0.0
63464,0.0,0.6,0.4,0.75,0.4,0.2,0.0
61832,0.0,0.4666666666666667,0.45,0.576271186440678,0.05,0.06666666666666667,0.0
63485,0.0,0.6363636363636364,0.36363636363636365,0.7,0.36363636363636365,0.09090909090909091,0.0
8164,0.0,0.2,0.8,0.5,0.2,0.6,0.0
63504,0.0,0.6666666666666666,0.3333333333333333,0.6,0.5,0.16666666666666666,0.0
